"Year","Project","Trip.No","Trip.Start.Date","Trip.End.Date","Location","Pot.No","Latitude.Decimal.Degrees","Longitude.Decimal.Degrees","Time.Hauled","Buoy.No","Depth.Fathoms","tidbit_id","temp"
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",134,58.19875,-134.46825,2007-06-11 12:46:00,"20",23,"9",4.62055555555556
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",135,58.15268333,-134.3359833,2007-06-12 07:13:00,"20",16,"9",5.05533333333333
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",136,58.15986667,-134.3206,2007-06-12 07:22:00,"10",24,"2",4.69
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",137,58.1714,-134.3297667,2007-06-12 07:36:00,"6",25,"23",4.66933333333333
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",138,58.17701667,-134.3308667,2007-06-12 07:46:00,"3",35,"1",4.42066666666667
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",139,58.17941667,-134.35015,2007-06-12 07:58:00,"16",35,"14",4.381875
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",140,58.1752,-134.3522167,2007-06-12 08:08:00,"2",30,"7",4.50266666666667
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",141,58.17411667,-134.35775,2007-06-12 08:16:00,"22",28,"17",4.74
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",142,58.16865,-134.37145,2007-06-12 08:30:00,"11",25,"3",4.74
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",144,58.19698333,-134.4203167,2007-06-12 09:01:00,"17",34,"25",4.37
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",145,58.20001667,-134.4197333,2007-06-12 09:09:00,"18",39,"8",4.25411764705882
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",146,58.19136667,-134.3773,2007-06-12 09:29:00,"23",38,"19",4.29
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",147,58.19541667,-134.3441833,2007-06-12 09:42:00,"25",31,"5",4.365625
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",148,58.19356667,-134.3383,2007-06-12 09:49:00,"12",32,"13",4.32588235294118
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",149,58.19428333,-134.3264667,2007-06-12 09:58:00,"24",28,"4",4.55625
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Juneau",151,58.17786667,-134.2937333,2007-06-12 10:23:00,"15",46,"16",4.20529411764706
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",14,58.56431667,-135.16005,2007-06-05 10:46:00,"18",25,"8",4.23529411764706
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",15,58.55941667,-135.14845,2007-06-05 10:58:00,"17",31,"25",3.97352941176471
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",17,58.55103333,-135.1296833,2007-06-05 11:28:00,"14",76,"3",3.57555555555556
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",18,58.549,-135.1446667,2007-06-05 11:42:00,"22",47,"17",3.87555555555556
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",19,58.54061667,-135.1215333,2007-06-05 11:54:00,"2",83,"7",3.955
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",20,58.5307,-135.1387167,2007-06-05 12:06:00,"16",23,"14",4.41277777777778
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",21,58.51196667,-135.1167167,2007-06-05 12:17:00,"3",25,"1",4.305
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",22,58.5104,-135.1146833,2007-06-05 12:23:00,"6",22,"23",4.48555555555556
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","Lynn Sisters",23,58.47098333,-135.11685,2007-06-05 12:43:00,"10",75,"2",3.78444444444444
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",1,58.60875,-135.1867333,2007-06-05 08:03:00,"20",26,"9",4.01133333333333
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",2,58.60816667,-135.18215,2007-06-05 08:17:00,"9",33,"21",3.72733333333333
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",3,58.60205,-135.1648167,2007-06-05 08:38:00,"15",24,"22",4.40125
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",4,58.59496667,-135.1819333,2007-06-05 08:55:00,"5",26,"28",4.14
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",6,58.58926667,-135.18365,2007-06-05 09:12:00,"4",15,"12",4.62529411764706
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",7,58.58898333,-135.1698167,2007-06-05 09:25:00,"26",51,"10",3.64
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",8,58.58453333,-135.1700167,2007-06-05 09:37:00,"24",55,"16",3.42
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",10,58.57186667,-135.14485,2007-06-05 10:01:00,"12",57,"13",3.32529411764706
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",11,58.57191667,-135.1518667,2007-06-05 10:11:00,"13",63,"4",3.25411764705882
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",12,58.57015,-135.1527667,2007-06-05 10:24:00,"25",56,"5",3.35117647058824
2007,"Red King Crab Survey",1,"6/4/2007 0:00","6/12/2007 0:00","St. James Bay",13,58.57045,-135.1583333,2007-06-05 10:35:00,"23",47,"19",3.52588235294118
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",1,57.42911667,-133.9642833,2007-06-22 07:36:00,"7",60,"2",5.54666666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",2,57.43803333,-133.9650667,2007-06-22 07:51:00,"14",22,"20-07",5.39
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",3,57.4442,-133.95235,2007-06-22 08:04:00,"15",31,"8",5.02
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",4,57.43945,-135.9417833,2007-06-22 08:13:00,"13",23,"19",5.32071428571429
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",5,57.44026667,-133.9324333,2007-06-22 08:20:00,"25",34,"13",4.96285714285714
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",6,57.45811667,-133.9346,2007-06-22 08:35:00,"12",46,"23",4.77
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",8,57.46505,-133.9433333,2007-06-22 09:02:00,"17",55,"4",4.72
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",9,57.46863333,-133.9477167,2007-06-22 09:10:00,"27",55,"17",4.82
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",11,57.4714,-133.9911333,2007-06-22 09:43:00,"22",66,"22",4.81
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",12,57.46663333,-133.9914333,2007-06-22 09:57:00,"2",54,"16",4.76
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",13,57.46385,-134.00005,2007-06-22 10:08:00,"16",37,"15",4.9
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",14,57.47755,-134.0093667,2007-06-22 10:22:00,"3",53,"3",4.7775
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",15,57.47496667,-134.0411,2007-06-22 10:37:00,"6",29,"20",5.055
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",16,57.47823333,-134.0548167,2007-06-22 10:47:00,"10",19,"7",5.45
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",17,57.4885,-133.9984333,2007-06-22 11:07:00,"20",35,"28",5.095
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",18,57.48013333,-133.9451333,2007-06-22 11:25:00,"26",15,"25",5.64235294117647
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",19,57.48625,-133.9089833,2007-06-22 12:04:00,"9",26,"9",5.14
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",20,57.47645,-133.89885,2007-06-22 12:21:00,"8",64,"14",4.93
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",21,57.46576667,-133.88845,2007-06-22 12:36:00,"8",78,"12",5.131875
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Gambier Bay",22,57.4395,-133.86995,2007-06-22 12:55:00,"19",57,"1",4.85
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",1,57.73746667,-133.6585,2007-06-27 08:08:00,"11",103,"4",5.16176470588235
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",3,57.75105,-133.6597167,2007-06-27 08:30:00,"12",52,"23",4.52944444444444
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",4,57.74245,-133.6759833,2007-06-27 08:42:00,"25",93,"13",5.17
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",5,57.74946667,-133.6781167,2007-06-27 08:52:00,"13",112,"19",5.18
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",6,57.76543333,-133.7016833,2007-06-27 09:08:00,"15",137,"8",5.14
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",7,57.7759,-133.68635,2007-06-27 09:22:00,"14",97,"20-07",5.39
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",8,57.78045,-133.6960833,2007-06-27 09:34:00,"7",103,"2",5.26333333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",9,57.79453333,-133.7096167,2007-06-27 09:45:00,"17",128,"10",5.38
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",10,57.78971667,-133.6988667,2007-06-27 10:00:00,"27",53,"5",4.53666666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",11,57.78358333,-133.6975167,2007-06-27 10:22:00,"24",105,"17",5.39
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",12,57.78331667,-133.69595,2007-06-27 10:15:00,"23",93,"11",5.22333333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",13,57.78401667,-133.6905667,2007-06-27 10:32:00,"22",62,"22",5.01222222222222
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",14,57.78221667,-133.6842167,2007-06-27 10:43:00,"16",101,"15",5.21
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",15,57.78396667,-133.68205,2007-06-27 10:54:00,"2",84,"16",5.06222222222222
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",17,57.76551667,-133.65355,2007-06-27 11:20:00,"6",48,"20",4.44263157894737
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",18,57.76373333,-133.6537333,2007-06-27 11:28:00,"10",44,"7",4.39
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",19,57.76425,-133.6632833,2007-06-27 11:37:00,"20",53,"28",4.61578947368421
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",20,57.76156667,-133.6616833,2007-06-27 11:45:00,"26",39,"25",4.34111111111111
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",21,57.76098333,-133.6555333,2007-06-27 11:55:00,"9",38,"9",4.37777777777778
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",22,57.76025,-133.6450333,2007-06-27 12:04:00,"8",38,"14",4.26833333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",23,57.75365,-133.6372667,2007-06-27 12:16:00,"5",30,"12",4.39368421052632
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",24,57.75035,-133.6371167,2007-06-27 12:24:00,"19",32,"1",4.44789473684211
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",25,57.75035,-133.6269,2007-06-27 12:34:00,"1",34,"18",4.57263157894737
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",26,57.7486,-133.6224167,2007-06-28 08:21:00,"1",23,"18",4.84677419354839
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",27,57.74741667,-133.6251667,2007-06-28 08:29:00,"19",42,"1",4.39625
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",29,57.73298333,-133.6038667,2007-06-28 09:03:00,"8",77,"14",4.8925
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",30,57.72533333,-133.5983167,2007-06-28 09:15:00,"9",49,"9",4.54411764705882
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",31,57.71786667,-133.6089167,2007-06-28 09:28:00,"26",38,"25",4.37823529411765
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",32,57.71936667,-133.6180167,2007-06-28 09:44:00,"20",40,"28",4.46
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",33,57.71498333,-133.6344667,2007-06-28 09:57:00,"10",55,"7",4.6275
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",34,57.72098333,-133.6335667,2007-06-28 10:07:00,"6",66,"20",4.821875
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",35,57.72708333,-133.6351333,2007-06-28 10:17:00,"11",70,"3",4.90588235294118
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",36,57.72926667,-133.6256833,2007-06-28 10:27:00,"17",87,"16",5.02352941176471
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",37,57.73028333,-133.6180833,2007-06-28 10:37:00,"13",83,"15",5.18176470588235
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",38,57.73113333,-133.6290833,2007-06-28 10:47:00,"15",97,"22",5.29470588235294
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",39,57.73238333,-133.6313,2007-06-28 10:57:00,"14",101,"17",5.29117647058824
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",40,57.73381667,-133.6292833,2007-06-28 11:12:00,"7",101,"11",5.11666666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",41,57.73651667,-133.638,2007-06-28 11:27:00,"27",106,"5",5.15176470588235
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",42,57.73855,-133.6418333,2007-06-28 11:38:00,"3",110,"10",5.32882352941176
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",43,57.7384,-133.6359333,2007-06-28 11:48:00,"2",97,"2",5.10294117647059
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",44,57.74135,-133.63095,2007-06-28 08:01:00,"25",74,"20-07",5.15153846153846
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",45,57.73983333,-133.6234333,2007-06-28 08:12:00,"22",66,"8",4.97538461538462
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",46,57.73803333,-133.62425,2007-06-28 11:59:00,"24",65,"19",4.89411764705882
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",47,57.73375,-133.61525,2007-06-28 08:53:00,"23",73,"13",4.95071428571429
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",48,57.71751667,-133.5882667,2007-06-28 12:19:00,"16",23,"23",4.43
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",50,57.72081667,-133.5876333,2007-06-28 12:34:00,"18",24,"4",4.405
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",51,57.72706667,-134.5930167,2007-06-29 07:25:00,"18",36,"4",4.36066666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",53,57.74336667,-134.5964667,2007-06-29 07:49:00,"16",53,"23",4.64733333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",54,57.74066667,-134.5926667,2007-06-29 07:59:00,"24",49,"19",4.49266666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",55,57.74001667,-134.5834,2007-06-29 08:09:00,"2",26,"2",4.54466666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",56,57.74326667,-134.58665,2007-06-29 08:17:00,"3",45,"10",4.70466666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",57,57.746,-134.5851333,2007-06-29 08:27:00,"27",40,"5",4.61533333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",58,57.74788333,-134.5855333,2007-06-29 08:36:00,"7",32,"11",4.68533333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",59,57.75045,-134.5873833,2007-06-29 08:45:00,"14",24,"17",4.81266666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",60,57.75876667,-134.6018167,2007-06-29 08:57:00,"15",33,"22",4.686
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",61,57.76343333,-134.5928667,2007-06-29 09:06:00,"13",18,"15",4.99733333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",62,57.76483333,-134.6046,2007-06-29 09:22:00,"17",31,"16",4.586
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",63,57.76811667,-134.6092,2007-06-29 09:30:00,"11",33,"3",4.648125
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",64,57.76821667,-134.61345,2007-06-29 09:40:00,"6",40,"20",4.588125
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Holkham Bay",65,57.77486667,-134.61575,2007-06-29 09:50:00,"10",31,"7",4.608125
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",1,57.30843333,-134.1413833,2007-06-20 08:06:00,"24",13,"2",6.90375
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",2,57.3095,-134.1382833,2007-06-20 08:14:00,"7",19,"20-07",6.37266666666667
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",3,57.30188333,-134.1164333,2007-06-20 08:27:00,"14",35,"8",5.62875
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",4,57.29696667,-134.1047833,2007-06-20 08:37:00,"15",47,"19",5.64
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",5,57.30678333,-134.1103667,2007-06-20 08:51:00,"25",41,"13",5.64
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",6,57.31188333,-134.1106,2007-06-20 09:01:00,"23",50,"23",5.55
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",8,57.3275,-134.1351,2007-06-20 09:26:00,"17",30,"4",5.66
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",9,57.32741667,-134.1233667,2007-06-20 09:40:00,"27",40,"17",5.68
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",10,57.3278,-134.1207333,2007-06-20 10:00:00,"11",39,"11",5.6
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",11,57.33186667,-134.12115,2007-06-20 10:12:00,"22",37,"22",5.688125
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",12,57.33428333,-134.12625,2007-06-20 10:25:00,"2",36,"16",5.54
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",13,57.33623333,-134.1364833,2007-06-20 10:36:00,"16",34,"15",5.68882352941176
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",14,57.34108333,-134.1375,2007-06-20 10:45:00,"3",32,"3",5.67
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",15,57.34205,-134.1329167,2007-06-20 10:59:00,"6",33,"20",5.59941176470588
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",16,57.34275,-134.14265,2007-06-20 11:09:00,"10",31,"7",5.72
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",17,57.3445,-134.1348833,2007-06-20 11:19:00,"20",31,"28",5.82
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",18,57.3483,-134.13445,2007-06-20 11:29:00,"26",31,"25",5.74
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",19,57.3494,-134.1375667,2007-06-20 11:39:00,"9",32,"9",5.77
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",20,57.35353333,-134.1518667,2007-06-20 11:56:00,"8",27,"14",5.85588235294118
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",21,57.35673333,-134.1441,2007-06-20 12:05:00,"5",28,"12",5.79764705882353
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",22,57.37133333,-134.16415,2007-06-20 12:20:00,"19",20,"1",6.54833333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",23,57.29166667,-134.0962167,2007-06-21 07:58:00,"19",75,"1",5.59
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",24,57.28546667,-134.08935,2007-06-21 08:11:00,"5",62,"12",5.62
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",25,57.28406667,-134.09005,2007-06-21 08:26:00,"8",62,"14",5.51
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",26,57.2824,-134.0858667,2007-06-21 08:39:00,"9",54,"9",5.61
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",27,57.29736667,-134.0799167,2007-06-21 08:59:00,"26",58,"25",5.59
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",28,57.31453333,-134.0592,2007-06-21 09:20:00,"20",37,"28",5.64235294117647
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",29,57.3155,-134.0640833,2007-06-21 09:38:00,"10",34,"7",5.56
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",30,57.31818333,-134.0660833,2007-06-21 09:51:00,"6",35,"20",5.54588235294118
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",31,57.3214,-134.0728333,2007-06-21 10:03:00,"3",36,"3",5.60411764705882
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",32,57.32083333,-134.0775167,2007-06-21 10:24:00,"16",28,"15",5.72333333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",33,57.32755,-134.0708667,2007-06-21 10:34:00,"2",34,"16",5.54
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",34,57.30498333,-134.0395,2007-06-21 10:54:00,"22",43,"22",5.67
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",35,57.30288333,-134.0351167,2007-06-21 11:11:00,"11",40,"11",5.56
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",36,57.30073333,-134.0429167,2007-06-21 11:22:00,"27",45,"17",5.68
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",37,57.29915,-134.0373,2007-06-21 11:31:00,"17",40,"4",5.5
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",39,57.29656667,-134.03635,2007-06-21 11:48:00,"12",39,"23",5.54111111111111
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",40,57.29216667,-134.0376667,2007-06-21 12:00:00,"25",36,"13",5.52388888888889
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",41,57.29646667,-134.0547833,2007-06-21 12:08:00,"13",44,"19",5.46333333333333
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",42,57.28841667,-134.0536667,2007-06-21 12:17:00,"15",50,"8",5.43222222222222
2007,"Red King Crab Survey",2,"6/18/2007 0:00","6/29/2007 0:00","Pybus Bay",43,57.2895,-134.0412,2007-06-21 12:27:00,"24",51,"20-07",5.68
