"Species","Sex","Carapace_Width","Chela_Height","Shell_Condition","PCR_Result","Year","Latitude","Longitude","Depth","Bottom_Temp","Julian_Day","Location"
"Chionoecetes bairdi",1,54,7,2,0,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,108,18,3,0,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,111,22,3,1,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,51,6,2,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,107,21,2,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,110,20,4,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,88,16,4,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,62,7,2,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,109,20,3,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,110,17,3,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,48,5,2,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,106,23,3,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,109,23,3,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,82,15,4,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,50,6,2,0,2015,56.64947,-165.21901,76,4,164,"BB"
"Chionoecetes bairdi",1,86,12,2,0,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,42,5,2,0,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,49,6,2,0,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,65,8,2,0,2015,55.99015,-165.16083,97,4.5,163,"BB"
"Chionoecetes bairdi",1,97.7,18.8,3,1,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,96.1,18.6,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,90.6,14.1,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,102,21.2,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,98.5,20.2,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,95.7,16.3,2,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,98.4,20,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,97.4,19.2,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,97.9,17.4,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,85.4,19.3,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,85.6,16.3,4,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,101.4,21.6,3,0,2015,57.01165,-168.9463,80,4.2,179,"PI"
"Chionoecetes bairdi",1,88,16.2,3,0,2015,56.6614,-169.48994,80,5.5,180,"PI"
"Chionoecetes bairdi",1,97.4,17.4,2,0,2015,56.6614,-169.48994,80,5.5,180,"PI"
"Chionoecetes bairdi",1,100.4,18.4,3,0,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,84.1,16.9,3,0,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,93.5,16.5,2,1,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,91.1,20.2,3,0,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,90.8,17.3,3,0,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,86.8,16.9,3,0,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,40.8,5.3,2,0,2015,56.83636,-169.32948,80,4.4,180,"PI"
"Chionoecetes bairdi",1,97.8,21.4,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,98.5,22,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,99.8,21,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,100.6,18.9,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,97,21.8,4,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,99.3,18.5,2,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,95.3,18.1,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,93.5,20.3,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,97.2,19,2,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,101.3,21.3,2,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,99,18.3,2,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,98.6,18.3,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,101.4,20.4,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,96.9,19.6,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,103.5,24.9,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,96.9,22.5,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,96.3,19.6,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,99.9,22.6,2,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,94.9,20.5,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,102.1,20.5,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,100.8,19.6,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,102.4,19.7,3,0,2015,56.68147,-168.90937,99,3.7,180,"PI"
"Chionoecetes bairdi",1,98.3,19,3,1,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,89.7,15.8,3,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,89.6,15.6,3,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,97.9,16.6,3,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,107.3,20,3,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,87.4,15.1,2,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,94.5,17.2,2,1,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,87.5,10.5,2,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,101.2,19.2,3,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,95.3,13,2,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,90,15.6,2,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,87.8,14.9,3,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,63.6,8.3,2,0,2015,56.66199,-170.11663,97,5.2,181,"PI"
"Chionoecetes bairdi",1,23.1,2.9,2,1,2015,56.67132,-170.74272,113,4.6,182,"PI"
"Chionoecetes bairdi",1,101.5,27.1,4,0,2015,56.67132,-170.74272,113,4.6,182,"PI"
"Chionoecetes bairdi",1,93.4,20,3,0,2015,56.67132,-170.74272,113,4.6,182,"PI"
"Chionoecetes bairdi",1,97.6,19.9,4,1,2015,56.67132,-170.74272,113,4.6,182,"PI"
"Chionoecetes bairdi",1,91.8,14.9,4,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,86.7,14.2,2,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,101.4,18.2,4,0,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,72.2,12.3,2,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,76.5,11.1,2,0,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,71.4,11.4,4,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,76.2,10.2,2,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,96.2,17.9,3,0,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,60.7,7.4,2,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,56,7.2,2,1,2015,56.35799,-170.68405,120,4.6,182,"PI"
"Chionoecetes bairdi",1,19.5,3,2,0,2015,56.659,-171.35569,120,4.4,183,"PI"
"Chionoecetes bairdi",1,24.2,3.2,2,0,2015,56.659,-171.35569,120,4.4,183,"PI"
"Chionoecetes bairdi",1,73.3,13,3,1,2015,56.659,-171.35569,120,4.4,183,"PI"
"Chionoecetes bairdi",1,74.4,9.8,2,1,2015,56.659,-171.35569,120,4.4,183,"PI"
"Chionoecetes bairdi",1,83,15.4,3,1,2015,56.659,-171.35569,120,4.4,183,"PI"
"Chionoecetes bairdi",1,75,10.5,2,0,2015,56.659,-171.35569,120,4.4,183,"PI"
"Chionoecetes opilio",1,84.3,17.2,4,0,2015,57.82999,-169.98688,73,3.4,186,"PI"
"Chionoecetes opilio",1,85.6,18.5,4,0,2015,57.82999,-169.98688,73,3.4,186,"PI"
"Chionoecetes opilio",1,55.6,11.8,3,0,2015,57.82999,-169.98688,73,3.4,186,"PI"
"Chionoecetes opilio",1,81.3,18,3,0,2015,57.82999,-169.98688,73,3.4,186,"PI"
"Chionoecetes opilio",1,71.5,12.7,2,0,2015,58.3439,-171.65524,96,0.6,189,"PI"
"Chionoecetes opilio",1,87.6,21.9,4,0,2015,58.3439,-171.65524,96,0.6,189,"PI"
"Chionoecetes opilio",1,72.3,15.6,3,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,92.3,18.5,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,78,12.5,2,0,2015,57.48545,-170.01086,67,4.3,185,"PI"
"Chionoecetes opilio",1,97.6,16,2,0,2015,57.48545,-170.01086,67,4.3,185,"PI"
"Chionoecetes opilio",1,72.3,14.3,3,0,2015,57.48545,-170.01086,67,4.3,185,"PI"
"Chionoecetes opilio",1,77.3,14.6,3,0,2015,57.48545,-170.01086,67,4.3,185,"PI"
"Chionoecetes opilio",1,79.7,18,4,0,2015,57.67308,-170.25444,72,3.5,185,"PI"
"Chionoecetes opilio",1,71.2,15.9,4,0,2015,57.67308,-170.25444,72,3.5,185,"PI"
"Chionoecetes opilio",1,79.7,19.1,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,89.6,22.3,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,87.8,20.9,3,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,89.6,22.3,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,75.6,17.8,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,75.3,16.2,3,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,89.4,21.4,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,82.9,21.1,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,92.2,20.8,3,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,88.7,20.5,4,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,90.8,19.6,3,0,2015,58.0155,-171.61165,98,1.3,189,"PI"
"Chionoecetes opilio",1,63,13,4,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,77.8,17.5,3,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,74.7,17.2,3,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,74.1,17.4,3,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,77.9,18.2,3,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,77.5,18.3,3,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,77.5,18.9,4,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,84.3,20,3,0,2015,57.68258,-171.55117,100,2.3,189,"PI"
"Chionoecetes opilio",1,59,12.6,2,0,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,48.9,7.9,2,1,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,67.6,11,2,0,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,61,9.4,2,1,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,66.3,10,2,0,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,26.4,3.9,2,1,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,56.5,11.1,2,0,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,86.7,16.9,2,1,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,21.2,3.2,2,1,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,39.6,6.39,2,0,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,68.5,15.2,2,1,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes opilio",1,40.4,6.6,2,0,2015,61.68091,-175.08428,85,-1.3,199,"NS"
"Chionoecetes bairdi",1,24,2.8,2,0,2015,58.72113,-174.88235,160,3.7,205,"SS"
"Chionoecetes bairdi",1,17.8,2,2,1,2015,58.72113,-174.88235,160,3.7,205,"SS"
"Chionoecetes bairdi",1,108.4,22.8,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,102.7,20.3,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,86.3,15,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95.6,17.7,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,98.3,18.9,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,99.4,17.8,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,97.6,18,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,99.2,18.9,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,97.5,17.2,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,84.9,15,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,90.1,14.8,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,93,15.6,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95,17,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95.6,18.6,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,81,15.5,2,1,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,90.6,15.2,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,82.9,13.5,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,81.2,13.5,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,100,18.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,93.5,17.2,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,63.7,8.5,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,79.7,11,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,74.3,12.3,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95,17.8,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,94.8,17.1,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95.6,17,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,88.4,13.5,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95.3,16.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,89.3,15.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95.9,17.4,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95,16.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,97.8,18.3,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,100.2,18.4,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,94.4,16.3,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,98.5,18.2,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,48.3,6.4,2,0,2015,59.01276,-174.98335,129,3,206,"SS"
"Chionoecetes bairdi",1,58.7,7.9,2,1,2015,59.01276,-174.98335,129,3,206,"SS"
"Chionoecetes bairdi",1,55.7,7.5,2,1,2015,59.01276,-174.98335,129,3,206,"SS"
"Chionoecetes bairdi",1,93.2,13.6,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,91.6,16.4,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,99.9,18.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,85.1,14.2,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,100.9,15.6,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,94,17.6,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,94.7,17.1,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,90.9,15.6,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,97.6,15.3,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,101.2,19.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,94.5,17.5,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95,18.5,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,93.3,16.9,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,95.2,17,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,88.2,15.5,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,93.9,17.7,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,92,16.2,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,98.9,18.2,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,91.3,16.8,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,100.9,19.5,3,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes bairdi",1,98.8,17.4,2,0,2015,58.65466,-175.55874,135,3.6,206,"SS"
"Chionoecetes opilio",1,61.2,10.1,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,72,12.9,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,61.5,13.2,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,59.9,9.5,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,53.6,8.5,2,1,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,75.1,13.1,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,63.2,10.1,2,1,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,68.6,12.5,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,55.9,9.5,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,45.4,7.4,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,66.9,11.7,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,64,10.9,2,1,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,71.7,15.7,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,64.7,13.6,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,56.8,9.8,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,60.4,10,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,62.2,10.4,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes opilio",1,62.6,10.9,2,0,2015,61.34532,-175.00706,88,-1.5,200,"NS"
"Chionoecetes bairdi",1,34.9,4.4,2,1,2015,59.01916,-175.74018,134,2.8,203,"SS"
"Chionoecetes bairdi",1,43.6,5.4,2,0,2015,58.66369,-176.21704,141,3.6,203,"SS"
"Chionoecetes bairdi",1,32,4.1,2,1,2015,58.66369,-176.21704,141,3.6,203,"SS"
"Chionoecetes bairdi",1,38.5,4.7,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,31.8,3.7,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,32.4,3.9,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,22.5,2.9,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,24.6,3,2,0,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,23.2,3,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,24.6,3.2,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,20.6,2.6,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,18.6,2.2,2,0,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,17.3,2.2,2,1,2015,58.324,-174.29409,162,3.7,205,"SS"
"Chionoecetes bairdi",1,62.2,7.3,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,44.7,5.5,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,52.5,6.8,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,42.8,5.46,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,51.5,6.8,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,61.1,9.1,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,41.9,5.2,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,39,5.3,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,44.8,5.4,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,32.9,4.4,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,35.2,4.4,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,55.2,7.4,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,34.6,4.9,2,1,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,42.8,5.3,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,45.8,5.9,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,24.5,3.2,2,0,2015,58.65433,-174.27938,158,3.7,205,"SS"
"Chionoecetes bairdi",1,27.7,3.8,2,1,2015,58.72113,-174.88235,160,3.7,205,"SS"
"Chionoecetes bairdi",1,87,14.7,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,112.4,21.8,2,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,105.8,22.8,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,108.5,24.2,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,92.3,21,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,111.5,23.9,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,105.7,22.1,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,92.7,17.9,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,69.9,10.8,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,89.9,17.6,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,111.5,23.2,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,96.7,14.8,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,110.1,23.7,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
