"Species","Sex","Carapace_Width","Shell_Condition","Clutch_Fullness","PCR_Result","Year","Latitude","Longitude","Depth","Bottom_Temp","Julian_Day","Location"
"Chionoecetes opilio",2,50,2,"0",1,2014,60.96967,-171.50223,60,-1.1,204,"SMI"
"Chionoecetes opilio",2,50,2,"0",1,2014,60.96967,-171.50223,60,-1.1,204,"SMI"
"Chionoecetes opilio",2,44,2,"0",0,2014,60.96967,-171.50223,60,-1.1,204,"SMI"
"Chionoecetes bairdi",2,43,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,37,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,27,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,32,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,44,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,19,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,35,2,"0",1,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,46,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,18,2,"0",1,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,24,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,30,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,32,2,"0",1,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,23,2,"0",1,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,26,2,"0",1,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,56,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,23,2,"0",1,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,25,2,"0",0,2014,58.67037,-176.89283,137,2.6,210,"SS"
"Chionoecetes bairdi",2,21,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,26,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,24,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,25,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,33,2,"0",1,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,26,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,22,2,"0",1,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,25,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,25,2,"0",0,2014,58.66753,-176.22189,141,2.8,210,"SS"
"Chionoecetes bairdi",2,86,2,"1",0,2014,58.98148,-176.30348,134,2.5,210,"SS"
"Chionoecetes bairdi",2,44,2,"0",0,2014,58.98148,-176.30348,134,2.5,210,"SS"
"Chionoecetes bairdi",2,10,2,"0",0,2014,59.01721,-175.02871,130,2.9,211,"SS"
"Chionoecetes bairdi",2,38,2,"0",1,2014,59.01721,-175.02871,130,2.9,211,"SS"
"Chionoecetes bairdi",2,38,2,"0",1,2014,59.01721,-175.02871,130,2.9,211,"SS"
"Chionoecetes bairdi",2,71,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,73,2,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,74,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,69,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,82,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,65,2,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,74,4,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,72,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,76,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,73,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,73,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,69,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,85,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,76,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,80,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,70,4,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,74,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,31,2,"0",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,38,2,"0",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,77,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,76,3,"1",0,2014,58.66792,-175.49342,136,3,212,"SS"
"Chionoecetes bairdi",2,31,2,"0",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,83,2,"1",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,82,2,"1",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,33,2,"0",1,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,75,2,"0",1,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,38,2,"0",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,73,2,"0",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,85,2,"1",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,86,2,"1",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,48,2,"0",1,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,86,2,"1",0,2014,58.96502,-175.72303,133,2.3,212,"SS"
"Chionoecetes bairdi",2,23,2,"0",1,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,34,2,"0",1,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,44,2,"0",1,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,33,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,49,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,32,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,35,2,"0",1,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,34,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,20,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,32,2,"0",1,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,16,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,19,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,25,2,"0",1,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,19,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,20,2,"0",0,2014,58.74186,-175.00907,142,3.7,212,"SS"
"Chionoecetes bairdi",2,79,4,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,80,4,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,72,3,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,74,4,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,79,2,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,77,2,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,77,4,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,77,4,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,34,2,"0",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,76,4,"1",0,2014,56.66139,-164.02388,75,3.3,167,"BB"
"Chionoecetes bairdi",2,37,2,"0",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,79,3,"1",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,51,2,"0",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,71,4,"1",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,77,3,"1",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,82,4,"1",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,83,4,"1",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes bairdi",2,64,2,"0",0,2014,55.994,-165.15425,96,3.9,172,"BB"
"Chionoecetes opilio",2,54,2,"1",0,2014,60.01311,-171.97353,66,0,192,"SMI"
"Chionoecetes opilio",2,48,2,"0",0,2014,60.01311,-171.97353,66,0,192,"SMI"
"Chionoecetes bairdi",2,67,2,"0",0,2014,56.66763,-170.09616,97,4,189,"PI"
"Chionoecetes bairdi",2,37,2,"0",0,2014,56.68692,-171.35029,119,4.2,194,"PI"
"Chionoecetes bairdi",2,83,3,"1",0,2014,56.68692,-171.35029,119,4.2,194,"PI"
"Chionoecetes bairdi",2,17,2,"0",0,2014,56.68692,-171.35029,119,4.2,194,"PI"
"Chionoecetes bairdi",2,19,2,"0",0,2014,56.68692,-171.35029,119,4.2,194,"PI"
"Chionoecetes bairdi",2,35,2,"0",0,2014,56.68692,-171.35029,119,4.2,194,"PI"
"Chionoecetes opilio",2,43,2,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,45,2,"0",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,45,2,"0",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,49,3,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,47,2,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,45,2,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,47,2,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,47,2,"0",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,44,2,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,47,3,"1",0,2014,61.33549,-174.96812,87,-0.5,205,"NS"
"Chionoecetes opilio",2,47,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,51,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,47,4,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,47,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,39,4,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,47,3,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,42,3,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,40,3,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,46,3,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,41,3,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,49,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,46,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,52,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,49,3,"1",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes opilio",2,50,2,"0",0,2014,61.32638,-175.61935,97,0.2,205,"NS"
"Chionoecetes bairdi",2,72,4,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,41,2,"0",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,45,2,"0",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,33,2,"0",1,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,73,4,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,74,4,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,83,4,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,76,4,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,78,2,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,84,4,"1",0,2014,55.98848,-164.03812,89,3.9,166,"BB"
"Chionoecetes bairdi",2,77,3,"1",0,2014,56.6608,-164.63555,75,2.9,171,"BB"
"Chionoecetes bairdi",2,71,3,"1",0,2014,56.6608,-164.63555,75,2.9,171,"BB"
"Chionoecetes bairdi",2,75,3,"1",0,2014,56.6608,-164.63555,75,2.9,171,"BB"
"Chionoecetes bairdi",2,76,3,"1",0,2014,56.6608,-164.63555,75,2.9,171,"BB"
"Chionoecetes bairdi",2,49,2,"0",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,77,4,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,79,4,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,78,3,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,72,4,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,46,2,"0",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,84,3,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,80,3,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,80,3,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,84,4,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,75,4,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,81,3,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,43,2,"0",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,46,2,"0",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,53,2,"0",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,78,4,"1",0,2014,56.0091,-164.57686,92,3.9,172,"BB"
"Chionoecetes bairdi",2,79,4,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,34,2,"0",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,80,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,76,4,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,79,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,81,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,73,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,80,2,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,75,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,76,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,76,3,"1",0,2014,56.68258,-165.21791,75,3.1,171,"BB"
"Chionoecetes bairdi",2,32,2,"0",1,2014,58.35125,-174.31267,169,3.9,214,"SS"
"Chionoecetes bairdi",2,63.5,2,"0",0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",2,33.3,2,"0",0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",2,29.7,2,"0",0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes opilio",2,35.3,2,"0",1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",2,29.3,2,"0",1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",2,29.8,2,"0",1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",2,30.9,2,"0",1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",2,27,2,"0",1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",2,30,2,"0",1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",2,46.2,2,"0",1,2016,59.99085,-171.94226,68,1.8,194,"SMI"
"Chionoecetes opilio",2,45.7,2,"0",1,2016,59.99085,-171.94226,68,1.8,194,"SMI"
"Chionoecetes opilio",2,32,2,"0",0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",2,51.3,2,"0",0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",2,50.6,2,"0",1,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",2,52.8,2,"0",1,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",2,55.2,2,"0",1,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",2,46.7,2,"0",1,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes bairdi",2,45.3,2,"0",1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,57,2,"0",1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,51.8,2,"0",1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,48.8,2,"0",0,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,57.4,2,"0",1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,46.2,2,"0",1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,57.1,2,"0",1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",2,47,2,"0",0,2016,55.99323,-164.57972,93,4.7,165,"BB"
"Chionoecetes bairdi",2,63.6,2,"0",0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",2,54.2,2,"0",0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes opilio",2,51.7,2,"0",0,2016,60.33584,-170.01574,52,1.3,185,"SMI"
"Chionoecetes opilio",2,49,2,"0",0,2016,60.33584,-170.01574,52,1.3,185,"SMI"
"Chionoecetes opilio",2,53.6,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.7,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,55.5,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,56,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,55.3,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,57.6,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,45.1,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.9,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.6,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,53.8,2,"0",1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,61.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.7,2,"0",1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,56.7,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,56.8,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.3,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,48.3,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,55.2,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,51.5,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,47.1,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,57.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,51,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,58,2,"0",1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,51,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,57.5,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,56,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.8,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,56.3,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,53.8,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.1,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,49.7,2,"0",1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.9,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,55.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,55.1,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,51.9,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,53.9,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,57.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.9,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.8,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,57.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,51.6,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,53.6,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,46.9,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,55.7,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.5,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,52.9,2,"0",1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,47.8,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,53.4,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,54.1,2,"0",0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",2,59.63,2,"0",0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,46.6,2,"0",0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,54.5,2,"0",0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,46.6,2,"0",1,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,53.5,2,"0",0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,46.4,2,"0",0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,51.9,2,"0",0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",2,53.5,2,"0",1,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,54.1,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,48.7,2,"0",1,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,46.2,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,45.7,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,49,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,48.9,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,47.6,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,48.4,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,50.3,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,45.9,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,57.4,2,"0",1,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",2,49,2,"0",0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
